,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold
651,651,269501,503430,Organ Concerto No. 13 in F Major - 'The Cuckoo and the Nightengale': IV. Larghetto,London Philharmonic Orchestra_ Sir Adrian Boult_ Edward Power Biggs,0,Koi no tsumi,2011,,Symphony No 5 in C Sharp minior - IV. Adagietto,written b gustav mahler london symphony orchestra conducted by james depreist,
652,652,269791,191369,Whole Lotta Love (2007 Remastered LP Version),Led Zeppelin,2007,Rage,1987,(2005-01-29),Whole Lotta Love,jimmy page robert plant john paul jones john bonham led zeppelin,
653,653,269791,191416,Whole Lotta Love (2007 Remastered LP Version),Led Zeppelin,2007,Rage,1987,Frenzal Rhomb Redux,Whole Lotta Love,jimmy page robert plant john paul jones john bonham led zeppelin,
654,654,269961,393823,I Can't Fail,The Robert Cray Band,2010,Cliff Edwards and His Buckaroos,1941,,I Cant Get Along  Little Dogie,m.k. jerome cliff edwards his band,
655,655,269961,398404,I Can't Fail,The Robert Cray Band,2010,Cop Land,1997,,I Cant Quit,robert cray the robert cray band arrangement with polygram film tv licensing,
656,656,270399,582150,Tenia Tanto Que Darte,Nena Daconte,2008,Premios Principales 2008,2008,,TenÃƒÅ’_a tanto que darte,mai meneses kim fanlo francisco j. urchegui nena daconte,
657,657,271395,179052,He Ain't Heavy He's My Brother (1998 Digital Remaster),The Hollies,0,Pasila,2007,Veli (#2.10),He Aint Heavy  Hes My Brother,bob russell bobby scott the hollies,
658,658,271873,604231,Do You Mind,Robbie Williams,2009,Sasquatch Mountain,2006,,Things You Do To Me,hank williams iii,
659,659,273298,460574,Thank You (Falettinme Be Mice Elf Agin),Sly & The Family Stone,1969,Guitar Man,2009,,Thank You (Falettinme Be Mice Elf Agin),sly stone sammy hagar neal schon nile rodgers narada michael walden,
660,660,273471,102854,Everybody Loves You,Jenn Grant,0,Greys Anatomy,2005,Hook  Line and Sinner (#6.20),Everybody Loves You,jenn grant,
661,661,273575,341470,Revolutionary Road (End Title),Thomas Newman,2009,Ainda HÃƒÅ’ÃƒÂÅ Pastores?,2006,,Road to Chicago,thomas newman,
662,662,273599,88401,Interlude: Las Aventuras De Manolo Y JosÃŒÂ©,A.B. Quintanilla III Y Los Kumbia All Starz,0,Festival Internacional de la CanciÃƒÅ’_n de ViÃƒÅ’Ã‚Â±a del Mar,1963,ViÃƒÅ’Ã‚Â±a 1991: Noche 4,Muevan las industrias,jorge gonzÃƒÅ’ÃƒÂÅlez los prisioneros,
663,663,273976,174521,Street Car Blues,Sleepy John Estes,1930,Only Fools and Horses....,1981,May the Force Be with You (#3.5),Hooky Street,john sullivan,
664,664,274926,311109,Merry Christmas Fritz,Wild Billy Childish & The Musicians of the British Empire,2007,Vegas,2012,Estinto (#1.10),Blue Christmas,billy hayes jay johnson elvis presley,
665,665,275989,675100,The Same Song,Susheela Raman,2006,The Namesake,2006,,The Same Song,susheela raman sam mills aref durvesh,
666,666,275993,236176,The Church In The Wildwood (Just As I Am Album Version),Andy Griffith,0,The Andy Griffith Show,1960,Man in a Hurry (#3.16),The Church in the Wildwood,dr. william s. pitts andy griffith don knotts robert emhardt,
667,667,277117,151529,Pisando Fuerte,Alejandro Sanz,1991,MemÃƒÅ’_ries de la tele,2007,(#3.30),Pisando fuerte,alejandro sanz ÃƒÅ’Ãƒâ€ºlex casademunt,
668,668,277176,210405,Since I Fell For You,John Holt,0,Shindig!,1964,(#1.28),If I Fell,john lennon paul mccartney the wellingtons,
669,669,277450,697013,Leaving Shire (2002 Digital Remaster),Bo Hansson,0,Tillsammans,2000,,Leaving Shire,bo hansson,
670,670,277514,141438,El Tiempo En Las Bastillas,Fernando Ubiergo,0,Los 80,2008,18 sin aguinaldo (#1.3),El tiempo en las bastillas,fernando ubiergo difuntos correa,
671,671,277514,141516,El Tiempo En Las Bastillas,Fernando Ubiergo,0,Los 80,2008,Loco no estoy (#5.10),El tiempo en las bastillas,fernando ubiergo camila moreno,
672,672,278273,11939,Where Did Our Love Go,Lamont Dozier,0,American Idol: The Search for a Superstar,2002,The Clean Dozen (#2.16),Where Did Our Love Go,lamont dozier brian holland eddie holland julia demato,
673,673,278273,299939,Where Did Our Love Go,Lamont Dozier,0,Top of the Pops,1964,(1978-09-07),Where Did Our Love Go?,brian holland lamont dozier eddie holland the manhattan transfer,
674,674,278437,69095,My Girl (She's Like Heaven To Me),White Plains,0,Deutschland sucht den Superstar,2002,Halbfinale - Songs der Jury (#4.19),My Girl,smokey robinson ronald white mark medlock,
675,675,278437,623861,My Girl (She's Like Heaven To Me),White Plains,0,Soul Food,1997,,My Girl,smokey robinson ronald white,
676,676,278838,558947,Dance The Night Away,The Flying Pickets,1994,Noel Gallaghers High Flying Birds DallAlcatraz Di Milano,2011,,Half the World Away,noel gallagher noel gallaghers high flying birds,
677,677,278875,504829,Burning Up (Showgirl Tour - Live In Sydney),Kylie Minogue,0,Kylie Minogue: Kylie Fever 2002 in Concert - Live in Manchester,2002,,Burning Up,greg fitzgerald tom nichols kylie minogue,
678,678,279011,553846,Emma,Hot Chocolate,1974,Neds,2010,,Emma,errol brown tony wilson hot chocolate,
679,679,280363,674735,Suite: Judy Blue Eyes (Demo),Stephen Stills,0,The Music Never Stopped,2011,,Suite: Judy Blue Eyes,stephen stills crosby stills nash arrangement with warner music group film tv licensing,
680,680,280396,635881,Baby_ Let Me Scream At You,Adam Ant,0,Susannah,2009,,Let It Go,adam moreno audible effect,
681,681,281402,372559,There's A Kind Of Hush (All Over The World) (2003 Digital Remaster),Herman's Hermits,1997,Bobby,2006,,Theres a Kind of Hush (All Over the World),les reed geoff stephens hermans hermits,
682,682,281712,496284,Waltz From  Swan Lake,Pyotr Il'yich Tchaikovsky,0,Justice,2014,,Waltz of the Flowers,pyotr ilyich tchaikovsky,
683,683,281712,680944,Waltz From  Swan Lake,Pyotr Il'yich Tchaikovsky,0,The Red Shoes,1948,,Swan Lake,pyotr ilyich tchaikovsky,
684,684,281796,451284,Time Freezes,Youth Group,0,Ghost Dog: The Way of the Samurai,1999,,Armagideon Time,willie williams coxsone dodd arrangement with ocean park music group,
685,685,282406,257410,Different pages,Al di Meola & friends,2006,The Nat King Cole Show,1954,(#1.10),Two Different Worlds,al frisch nat king cole,
686,686,282788,418618,Hey Hey (Bonus Track),Nick Moss & The Flip Tops,2003,Domino,2005,,Hey You,nick welsh,
687,687,283524,465846,Billy the Kid: Prairie Night: Card Game at Night,Dallas Symphony Orchestra,0,He Got Game,1998,,Billy the Kid,london symphony orchestra aaron copland,
688,688,284415,220077,Angels (Live At The Forum),Robbie Williams,1998,Sos mi vida,2006,CapÃƒÅ’_tulo 123 (#1.123),Angels,robbie williams,
689,689,284551,177629,River (LP Version),Terry Reid,1973,Parenthood,2010,Because Youre My Sister (#4.15),River,terry reid,
690,690,284568,654784,The Crying Game,Boy George,1987,The Crying Game,1992,,The Crying Game,geoff stephens boy george,
691,691,285461,92253,Baby Did A Bad Bad Thing (Remastered Album Version),Chris Isaak,2006,Friday Night Football,2002,The Finals - 2nd Semi Final: Hawthorn vs Adelaide (#14.29),Baby Did a Bad  Bad Thing,chris isaak,
692,692,285914,613816,I'm Afraid Of Americans (Nine Inch nails V1 MIx),David Bowie,2000,Showgirls,1995,,Im Afraid of Americans,david bowie   / brian eno david bowie,
693,693,286082,309014,Get Ready,The Temptations,1966,Un paso adelante,2002,Quiero bailar (#1.7),Get Ready,smokey robinson the temptations,
694,694,286196,103303,Gotta Figure This Out,Erin McCarley,2009,Greys Anatomy,2005,Rise Up (#5.7),Gotta Figure This Out,erin mccarley,
695,695,286377,595932,Last Year's Man,Leonard Cohen,1970,Road Trip: Beer Pong,2009,,The Last Summer,leonard jay jackson dave scott the forward,
696,696,287434,440721,Hey Lorna,Wayne Wonder,0,Flakes,2007,,Hey You,michael wayne jones daniel moynahan danny moynahan,
697,697,287802,218650,Blues Da Piedade,Cazuza,1988,Som Brasil,2007,Cazuza (#2.3),Blues da Piedade,cazuza frejat toni platÃƒÅ’Ã‚Â£o,
698,698,288433,486398,You Know Me,Johnny Lee,0,Invincible,2006,,Do You Know What I Mean,lee michaels special arrangement with natural energy lab,
699,699,289162,346261,White Rabbit,Grace Potter and the Nocturnals,2010,Americas Sweethearts,2001,,White Rabbit,grace slick,
700,700,289162,544941,White Rabbit,Grace Potter and the Nocturnals,2010,Moonwalkers,2015,,White Rabbit,grace slick jefferson airplane,
701,701,289697,598620,Indian Summer,Tony Martin,0,Romy and Micheles High School Reunion,1997,,Cruel Summer,tony swain steve jolley keren woodward sarah dallin siobhan fahey bananarama arrangement with polygram film t.v. licensing,
702,702,289844,437906,E Por Vezes (Dueto Com Susana FÃŒÂ©lix),Jose Cid,0,Feel the Noise,2007,,Por Ti,jose m. solis meme solis,
703,703,289858,441402,Something New,Yukihiro Takahashi,0,Floating 6 Pupas: Live in Tokyo 2008,2010,,New Order,yukihiro takahashi tomoyo harada hiroshi takano ren takada,
704,704,289971,217314,Missin You (Album Version),Trey Songz,0,So You Think You Can Dance,2005,Top 18 Perform (#5.8),Missin You,trey songz,
705,705,290812,396409,Mele A Ka Pu'uwai (Album Version),Kealii Reichel,0,Commencement,2009,,Mele a Ka Puuwai,kealii reichel; arranged by david kauahikaua the punahou class of 2009,
706,706,290945,467418,El Gaucho Rojo,Marc Ribot y Los Cubanos,2000,Heights,2005,,El Groucho Rojo,marc ribot cubanos postizos arrangement with warner strategic marketing,
707,707,291305,691600,Let Your Light Shine On Me,Blind Willie Johnson,1991,The Winning Hand,1985,,Dont Let Your Left Hand Know (What Your Right Hand Does),dolly parton johnny cash brenda lee kris kristofferson willie nelson,
708,708,291320,680453,My Wonderful Friend (Astralasia Mix),Transmutator,1997,The Rage: Carrie 2,1999,,My Wonderful Friend,romell regulacion transmutator,
709,709,291996,607731,My Heart Knows It's Way Home,Michael James,0,Seas Beneath,1931,,Heres My Hand - Youre in My Heart,james f. hanley,
710,710,292860,219192,Wild Wild Water,Modern Talking,1985,Some Jerk with a Camera,2011,The Top 11 Florida Attractions Not in California  Part One (#1.4),Wild Wild Life,david byrne talking heads,
711,711,293361,46178,Les uns et les autres,Francis Lai,1996,CinÃƒÅ’Ã‚Â©ma de minuit,1976,,Les ÃƒÅ’Ã‚Â©toiles du cinÃƒÅ’Ã‚Â©ma,francis lai,
712,712,293536,154598,24 Hours From Tulsa,Gene Pitney,1988,Misfits,2009,(#1.2),24 Hours From Tulsa,gene pitney,
713,713,294069,133840,Rakas rÃŒ_mÃŒ_ elÃŒ_mÃŒ_ (Live),Ismo Alanko SÃŒ_ÃŒ_tiÃŒÂ_,2004,Lamastalgia,2010,Armotonta menoa - kansalainen ja poliitikko (#1.1),Rakas  rÃƒÅ’_mÃƒÅ’_ elÃƒÅ’_mÃƒÅ’_,ismo alanko,
714,714,295055,15561,Cortez The Killer (Live Album Version),Neil Young,0,Archer,2009,Archer Vice: Arrival/Departure (#5.13),The Killer,mel young,
715,715,295055,15741,Cortez The Killer (Live Album Version),Neil Young,0,Archer,2009,Viscous Coupling (#4.5),The Killer,mel young,
716,716,295328,385685,Momentos De Amor,Rafael Orozco Con El Binomio De Oro,0,Carts,2007,,Declaracion De Amor,eugenio sanchez banda viento de oro,
717,717,295711,250182,Jackson,Johnny Cash / June Carter,1967,The Johnny Cash Show,1969,(#2.26),Jackson,jerry leiber billy edd wheeler johnny cash june carter cash,
718,718,295876,120120,That's Us / Wild Combination,Arthur Russell,2004,Independent Lens,1999,How to Survive a Plague (#15.7),Thats Us/Wild Combination,superhuman happiness arthur russell,
719,719,295994,259755,Just One More Chance,Les Paul & Mary Ford,2002,The Partridge Family,1970,Diary of a Mad Millionaire (#3.24),One Night Stand,wes farrell paul anka,
720,720,295994,712909,Just One More Chance,Les Paul & Mary Ford,2002,VerfÃƒÅ’_hrung fÃƒÅ’_r AnfÃƒÅ’_nger,2005,,Just For You,lionel richie paul barry mark taylor,
721,721,297104,159313,Amor De La Calle,Trio Los Panchos,1992,Movistar MÃƒÅ’Ã‚Â_sica,2009,Los Ramblers,Mucho amor,los ramblers,
722,722,297223,244695,The Vegan Revolution Draft Dodger Anthem,Good Clean Fun,1998,The Footy Show,1994,The Grand Final Footy Show 2012 (#19.27),The Anthem,good charlotte benji madden joel madden john feldmann,
723,723,297484,226175,This Heaven (Live In Gdansk),David Gilmour,0,Stars in Their Eyes,1990,(#8.6),This Aint a Love Song,jon bon jovi richie sambora desmond child david burrows,
724,724,297774,220108,Tu Nuevo CariÃŒÂ±ito,Los Caminantes,0,Sos mi vida,2006,CapÃƒÅ’_tulo 147 (#1.147),Tu forma de ser,los autenticos decadentes,
725,725,298172,54512,Quiero Beber Hasta Perder El Control (2000),Los Secretos,2000,CuÃƒÅ’Ã‚Â©ntame,2001,ÃƒÂ¥ÃƒÂÅMaldito amor! (#17.14),Quiero beber hasta perder el control,enrique urquijo los secretos,
726,726,298411,63111,New Day (2002 Digital Remaster),Misty In Roots,2002,Death in Paradise,2011,(#1.8),New Day,misty in roots,
727,727,299643,249288,Maya Gold,Mike Oldfield,1992,The Interior,2007,,The Gold You Seek,mike ator edwin wendler alluvial soil,
728,728,301062,215929,Don't Let Me Leave,Marc Anthony,1999,So You Think You Can Dance Canada,2008,Top 16 (#1.9),Let Me Leave,marc broussard,
729,729,301062,656497,Don't Let Me Leave,Marc Anthony,1999,The Dinner Party,2010,,Dont Let Go,david anthony affleck,
730,730,302015,258427,Foxy_ Foxy,Rob Zombie,2006,The O.C.,2003,The Dawn Patrol (#3.21),Foxy Foxy,rob zombie,
731,731,302134,180153,Clap Hands,Tom Waits,1985,Peaky Blinders,2013,(#1.4),Clap hands,tom waits,
732,732,302657,13447,Ela E Carioca (She's A Carioca),Celso Fonseca feat. Cibelle,0,AmÃƒÅ’Ã‚Â©rica,2005,(2005-03-14),Shes a Carioca (Ela ÃƒÅ’Ã‚Â© Carioca),antonio carlos jobim vinicius de moraes celso fonseca,
733,733,302862,440982,Woodstock (LP Version),Joni Mitchell,1996,Flashing on the Sixties: A Tribal Document,1990,,Woodstock,joni mitchell crosby stills nash young,
734,734,302945,560076,Song,George Winston,1994,Nothing But Trouble,1991,,Same Song,shock-g ron brooks tupac shakur digital underground george clinton jim vitti j.s. theracon bootsy collins parliament jimmy mchugh dorothy fields,
735,735,303006,434151,The Work of Art in the Age of Cultural Overproduction,Tim Hecker,2001,Evita,1996,,The Art of the Possibles,tim rice andrew lloyd webber antonio banderas,
736,736,303023,150988,Words Get In The Way,Gloria Estefan,1989,Melrose Place,1992,Peanut Butter and Jealousy (#1.20),Words Get In The Way,gloria estefan,
737,737,303174,458667,With The Old Man In Mind,US Army Field Band Jazz Ambassadors,0,Great Expectations,2012,,The Fine Old English Gentleman,charles dickens the seven dials band,
738,738,303539,518562,Live A Lie,Default,2001,Life as a House,2001,,Live a Lie,default,
739,739,304061,52486,Shoot Out the Lights,Richard Thompson,1988,Crossing Jordan,2001,Ockhams Razor (#2.10),Shoot Out The Lights,richard thompson,
740,740,304070,599886,Hold It Now,Simon Harris,0,Rudderless,2014,,Hold On,simon steadman charlton pettus ben limpic selena gomez,
741,741,304190,494337,A House With Love At Christmas,Nat King Cole,2002,Joy,2015,,A House With Love In It,sylvia dee sidney lippman nat king cole,
742,742,304889,481449,One Note Samba,Gal Costa / Antonio Carlos Jobim,0,Ice Princess,2005,,No One,aly michalka aj michalka carlos platon tornes aly aj  (as aly a.j.),
743,743,305782,351960,El DÃŒ_a Que Me Quieras,Carlos Varela,0,ApolÃƒÅ’Ã‚Â«nio Brasil  CampeÃƒÅ’Ã‚Â£o da Alegria,2003,,El DÃƒÅ’_a Que Me Quieras,carlos gardel alfredo le pera,
744,744,306302,297861,High School (Album Version),The Friday Night Boys,0,Tohuwabohu,1990,Unplugged (42) (#7.6),School Days,chuck berry the beach boys,
745,745,306568,486398,Do You Know What I Mean,Lee Michaels,1971,Invincible,2006,,Do You Know What I Mean,lee michaels special arrangement with natural energy lab,
746,746,306589,512459,All Of My Life,Sam Cooke,1959,Laughing Irish Eyes,1936,,All My Life,sam h. stept,
747,747,306819,260805,Old Jerry,Stephen Malkmus & The Jicks,2003,The Phil Silvers Show,1955,Rock n Roll Rookie (#2.23),My Old Kentucky Home (edit),stephen foster the platoon,
748,748,306819,566411,Old Jerry,Stephen Malkmus & The Jicks,2003,One in a Million,1936,,Old Folks at Home (Swanee River),stephen foster the ritz brothers  during their first comedy routine,
749,749,306819,648078,Old Jerry,Stephen Malkmus & The Jicks,2003,The Bears Tale,1940,,My Old Kentucky Home  Good Night,stephen foster,
750,750,306819,720242,Old Jerry,Stephen Malkmus & The Jicks,2003,Western Jamboree,1938,,Old Folks at Home (Swanee River),stephen foster,
751,751,307236,687427,Send Me The Pillow You Dream On,The Browns featuring Jim Ed Brown,0,The Theory of Flight,1998,,Send Me on My Way,michael glabicki jim donovan jenn wertz liz berlin rusted root,
752,752,307677,311109,Christmas 1979,Wild Billy Childish And The Musicians Of The British Empire,2007,Vegas,2012,Estinto (#1.10),Blue Christmas,billy hayes jay johnson elvis presley,
753,753,307923,591078,Wail Of The Winds,Red Nichols / Five Pennies,0,Red Nichols & His World Famous Pennies,1936,,Wail of the Winds,harry warren red nichols his world famous pennies,
754,754,308027,616065,Cheers To you_ Master Of The House (Nazdrave Ti_ Chorbadjiio) - For The Young Hostess,The Mystery Of Bulgarian Voices Choir & Dora Hristova,0,Sing Sing Thanksgiving,1974,,To Be Young  Gifted and Black,nina simone weldon irvine the voices of east harlem,
755,755,308466,334933,Long John (LP Version),Tom Rush,1965,A Night in Heaven,1983,,The Long Way to Heaven,tom teeley,
756,756,308466,606506,Long John (LP Version),Tom Rush,1965,Schooner Fare in Concert,1992,,John Cook,tom rowe schooner fare,
