,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
88630,88630,853810,670172,Life Goes On (Megaloids Mix [The New Speed Garage]),Richard Grey vs Erick Morillo & Jose Nunez featuring Shawnee Taylor,0,The Life,2011.0,,This Life,richard john reliford+taylore reliford
88712,88712,85784,670172,The Honky Tonk Life I Lead,The John Evans Band,0,The Life,2011.0,,This Life,richard john reliford+taylore reliford
88819,88819,274716,421893,Let This Music Get Down In Your Soul,Rance Allen Group,0,Drillbit Taylor,2008.0,,Somethings Going Down Tonight,andy cooper+rodney pleasant+dustin mcfarland+ugly duckling+arrangement with warner music group film+tv licensing
88898,88898,310580,607369,The Christmas Song (Chestnuts Roasting On An Open Fire),Mel TormÌ©,1994,Scrooged,1988.0,,The Christmas Song (Chestnuts Roasting on an Open Fire),mel tormÌ©+robert wells+natalie cole
88902,88902,550933,607369,The Christmas Song (Merry Christmas To You),The King Cole Trio,0,Scrooged,1988.0,,The Christmas Song (Chestnuts Roasting on an Open Fire),mel tormÌ©+robert wells+natalie cole
88918,88918,304190,607369,A House With Love At Christmas,Nat King Cole,2002,Scrooged,1988.0,,The Christmas Song (Chestnuts Roasting on an Open Fire),mel tormÌ©+robert wells+natalie cole
88970,88970,776435,522724,I Want To See The Bright Lights Tonight,Richard Thompson / Linda Thompson,1984,Looper,2012.0,,I Want to See the Bright Lights Tonight,richard thompson+linda thompson
89016,89016,304061,522724,Shoot Out the Lights,Richard Thompson,1988,Looper,2012.0,,I Want to See the Bright Lights Tonight,richard thompson+linda thompson
89084,89084,754112,690166,Upon This Rock,STEVE CAMP,0,The War Boys,2009.0,,Lonelier Than This,steve earle
89103,89103,387562,690166,Lonelier Than This,Steve Earle,2000,The War Boys,2009.0,,Lonelier Than This,steve earle
89118,89118,30284,270520,When You Wish Upon A Star,Cliff Edwards/Disney Studio Chorus,1991,The Steve Allen Show,1956.0,(#1.9),When My Dream Boat Comes Home,cliff friend+dave franklin+fats domino
89124,89124,300176,270520,Love Comes feat. Annie Lennox & Hawk Eye,Jimmy Cliff,0,The Steve Allen Show,1956.0,(#1.9),When My Dream Boat Comes Home,cliff friend+dave franklin+fats domino
89311,89311,153685,540458,Sugar,Peggy Lee,1991,Midnight Serenade,1947.0,,Sugar,sidney d. mitchell+edna alexander+maceo pinkard+peggy lee
89368,89368,10480,477868,Knock Down,Alesha Dixon / Asher D,2006,Hush,2008.0,,Knock Down,alesha dixon
89582,89582,755647,71651,Good Time [Craig C. Master Blaster Dub],Leela James,0,Divendres,2009.0,(#6.207),Good Morning Heartache,irene higginbotham+ervin drake+dan fisher+jose james
89586,89586,471580,71651,Medley: Papa's Got A Brand New Bag / I Got You (I Feel Good) / I Got The Feelin',James Brown / The J.B.'s,0,Divendres,2009.0,(#6.207),Good Morning Heartache,irene higginbotham+ervin drake+dan fisher+jose james
89656,89656,886750,472861,These Foolish Things,Dinah Shore_ Harry Zimmerman Orchestra,0,Hollywoodland,2006.0,,Scuse These Blues,quincy jones+the arturo ofarrill orchestra
89779,89779,646414,472861,Blues For Indian Jim,Woody Herman & Orchestra,0,Hollywoodland,2006.0,,Scuse These Blues,quincy jones+the arturo ofarrill orchestra
89878,89878,336053,472861,Some of These Days,Cab Calloway And His Orchestra,1990,Hollywoodland,2006.0,,Scuse These Blues,quincy jones+the arturo ofarrill orchestra
89940,89940,952960,318463,What A Friend,George Nooks,0,Who Wants to Be a Millionaire,2002.0,(#7.152),What a Wonderful World,george david weiss+bob thiele+contestant eddie horwitz
89980,89980,367631,318463,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),George Clinton Featuring Coolio,1996,Who Wants to Be a Millionaire,2002.0,(#7.152),What a Wonderful World,george david weiss+bob thiele+contestant eddie horwitz
90017,90017,518211,318463,Everybody Wants To Rule The World,Reid Anderson / Ethan Iverson / David King,2007,Who Wants to Be a Millionaire,2002.0,(#7.152),What a Wonderful World,george david weiss+bob thiele+contestant eddie horwitz
90037,90037,672058,318463,What Was Once...,David Torn,1995,Who Wants to Be a Millionaire,2002.0,(#7.152),What a Wonderful World,george david weiss+bob thiele+contestant eddie horwitz
90113,90113,833553,104839,Silverball,Cultured Pearls,1997,Gute Zeiten  schlechte Zeiten,1992.0,(#1.1506),Silverball,cultured pearls
90128,90128,651540,166304,The James Bond Theme,Neil Norman And His Cosmic Orchestra,0,New Tricks,2003.0,Shadow Show (#6.4),James Bond Theme,monty norman
90149,90149,371622,287558,What A Difference A Day Made (LP Version),Ben E. King,0,The X Factor,2004.0,Judges Houses 2 (#10.12),What About Now,ben moody+david hodges+josh hartzler+westlife
90168,90168,579817,648162,I Want You!,Peter Bjorn And John,2009,The Beatles: 1,2015.0,,I Want to Hold Your Hand,john lennon+paul mccartney+the beatles
90319,90319,959763,648162,We Didn't Want You To Know,WWE John Cena and Tha Trademarc,0,The Beatles: 1,2015.0,,I Want to Hold Your Hand,john lennon+paul mccartney+the beatles
90380,90380,371049,70304,Wenn die MÌ_dchen nackt sind,Tim Fischer,1995,Die Helene Fischer Show,2011.0,(#1.5),Jeden Morgen wird die Sonne neu geborn,helene fischer
90382,90382,725774,70304,Moderation: Die Brille,Tim Fischer,2008,Die Helene Fischer Show,2011.0,(#1.5),Jeden Morgen wird die Sonne neu geborn,helene fischer
90406,90406,199010,136410,Ocean and a Rock,Lisa Hannigan,2009,Later... With Jools Holland,1992.0,(#34.6),Ocean and a Rock,lisa hannigan
90422,90422,869014,391049,Love You Forever,Cold Cave,2009,Chopper,2000.0,,Forever Now,cold chisel+steve prestwich
90675,90675,83392,332380,Final (Album Version),Justice,0,A Cross the Universe,2008.0,,Final,justice
90699,90699,298566,632777,Fantasy Pieces_ Op. 12: VII. Dream Visions in F Major,Sviatoslav Richter_ Robert Schumann,0,Stromberg - Der Film,2014.0,,Kinderszenen Op. 15 - TrÌ_umerei,robert schumann+sinisia blazevic
90843,90843,527026,563285,Bittersweet Soul Music,Tower Of Power,1978,Of One Blood: Returning Home to Africa,1999.0,,Traditional Asante Music,royal asante musicians of kwamang
90856,90856,635961,563285,Music In The Air (Remastered Album Version),Voices Of East Harlem,0,Of One Blood: Returning Home to Africa,1999.0,,Traditional Asante Music,royal asante musicians of kwamang
90928,90928,367350,563285,Early music of the morning,The One Ensemble Of Daniel Padden,0,Of One Blood: Returning Home to Africa,1999.0,,Traditional Asante Music,royal asante musicians of kwamang
90951,90951,45698,563285,Rebel Music,Wyclef Jean featuring Prodigy of Mobb Deep,2003,Of One Blood: Returning Home to Africa,1999.0,,Traditional Asante Music,royal asante musicians of kwamang
91201,91201,330050,393897,Soul Breathe,Chad,0,Clockstoppers,2002.0,,Breathe,chad kroeger+mike kroeger+ryan peake+nickelback
91472,91472,843817,23504,Ouverture Hond Op Het Ijs,Youp van 't Hek,1989,Bassie en Adriaan en de plaaggeest,1978.0,Bij de bakker (#1.1),Het bakkerslied,bas van toor+aad van toor+rinus van galen
91476,91476,19206,23504,Laat het licht maar uit (we doen het in 't donker),Ronnie van Bemmel,2008,Bassie en Adriaan en de plaaggeest,1978.0,Bij de bakker (#1.1),Het bakkerslied,bas van toor+aad van toor+rinus van galen
91482,91482,276602,23504,Niemand Weet Hoe Laat Het Is (Lied),Youp van 't Hek,1992,Bassie en Adriaan en de plaaggeest,1978.0,Bij de bakker (#1.1),Het bakkerslied,bas van toor+aad van toor+rinus van galen
91515,91515,439145,23504,Lou Koe En De Koeien - Het Koeienlied (Blue Moon),AndrÌ© van Duin,0,Bassie en Adriaan en de plaaggeest,1978.0,Bij de bakker (#1.1),Het bakkerslied,bas van toor+aad van toor+rinus van galen
91567,91567,651540,618083,The James Bond Theme,Neil Norman And His Cosmic Orchestra,0,Skyfall,2012.0,,The Names Bond... James Bond,monty norman
91661,91661,877546,330507,Dream Lover,Bobby Rydell,1993,61*,2001.0,,Dream Lover,bobby darin+arrangement with warner special products
91682,91682,867405,330507,Dream Lover,Bobby Darin,1959,61*,2001.0,,Dream Lover,bobby darin+arrangement with warner special products
91783,91783,1251,534788,The Things We Did Last Summer,Frank Sinatra,1993,Mask,1985.0,,Where Did the Naughty Little Girl Go,frank guida  / patricia matthews+gary u.s. bonds
91794,91794,928597,534788,The Armed Services Medley: The Army Goes Rolling Along; The Marines' Hymn; Anchors Aweigh; Off We Go Into The Wild Blue Yonder; Semper Paratus (Always Read,US Coast Guard Band,0,Mask,1985.0,,Where Did the Naughty Little Girl Go,frank guida  / patricia matthews+gary u.s. bonds
91798,91798,178106,534788,This Little Girl,Gary U.S. Bonds,1981,Mask,1985.0,,Where Did the Naughty Little Girl Go,frank guida  / patricia matthews+gary u.s. bonds
91894,91894,684973,3226,Opus II - Easy Money,Johnny Dowd,2008,6 Music Live at Maida Vale,2012.0,Johnny Marr,Easy Money,johnny marr
92286,92286,273298,460574,Thank You (Falettinme Be Mice Elf Agin),Sly & The Family Stone,1969,Guitar Man,2009.0,,Thank You (Falettinme Be Mice Elf Agin),sly stone+sammy hagar+neal schon+nile rodgers+narada michael walden
92352,92352,189652,623639,Changes V,Paul McLaney,2007,Sorority Babes in the Slimeball Bowl-O-Rama,1988.0,,Changes,paul madden
92426,92426,720348,631778,I Get A Kick Out Of You (Instrumental),Nat King Cole,0,Strange Alibi,1941.0,,I Get a Kick Out of You,cole porter
92440,92440,336381,631778,Anything Goes_ I Get A Kick Out Of You,Cole Porter,0,Strange Alibi,1941.0,,I Get a Kick Out of You,cole porter
92444,92444,253280,1690,Play That Funky Music,Vanilla Ice,1989,20 to 1,2005.0,Party Songs (#4.7),Play That Funky Music,vanilla ice+rob parissi
92657,92657,657024,713588,Siete Puertas,Pedro Guerra,1997,Vidas en vivo,2008.0,,Siete puertas,pedro guerra
92696,92696,468651,11230,I'm Gonna Sit Right Down And Write Myself A Christmas Card (Parody by Dan Hicks based on 'm Gonna Sit Right Down And Write Myself A Letter),The Christmas Jug Band,1987,American Horror Story,2011.0,Unholy Night (#2.8),We Wish You a Merry Christmas,christmas lullabies
92701,92701,566513,11230,Silent Night (Traditional_ arrangement by The Christmas Jug Band and Mike Duke),The Christmas Jug Band,2002,American Horror Story,2011.0,Unholy Night (#2.8),We Wish You a Merry Christmas,christmas lullabies
92761,92761,953633,65167,ÌÛ Espera De Godot,Delfins,0,Deixa-me Amar,2007.0,(#1.113),ÌÛ espera de Godot,delfins
92774,92774,804554,241498,You Came A Long Way From St. Louis,Jeanie Lambe & The Danny Moss Quartet,1996,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92776,92776,818734,241498,Boogie Woogie Zydeco Man,Rockin' Dopsie_ Jr._ The Zydeco Twisters,0,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92783,92783,636445,241498,I Don't Think That Man Should Sleep Alone,Ray Parker Jr.,1987,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92787,92787,913697,241498,Night Song (LP Version),Sammy Davis Jr.,0,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92789,92789,870910,241498,Wonka's Welcome Song,Danny Elfman,2005,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92790,92790,876166,241498,A Foggy Day In London Town,Frank Sinatra_ Dean Martin and Sammy Davis Jr,0,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92801,92801,553376,241498,Pretty People Come & Dance (Guarachando) (Disco Mix),Tito Puente Jr.,0,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye+mary tyler moore+eddie foy jr.
92883,92883,945922,452050,A Walk On The Wild Side Of Life,David Ball,1994,Girl,1998.0,,I Walk the Mole,david bassett+walter salas-humara+the moles
92896,92896,244960,452050,Walk Like A Woman (Album Version),David Byrne & Fatboy Slim feat. Charmaine Clamor,0,Girl,1998.0,,I Walk the Mole,david bassett+walter salas-humara+the moles
92965,92965,913271,94528,Prime Time,The Alan Parsons Project,1984,Galavant,2015.0,Love and Death (#2.7),Time is of the Essence,alan menken+reece shearsmith
93080,93080,190618,273172,Get Outta My Dreams_ Get Into My Car,Billy Ocean,1988,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93163,93163,940604,273172,When The Going Gets Tough_ The Tough Get Going,Billy Ocean,2004,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93191,93191,868438,273172,How Did I Get By Without You,John Waite,1996,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93232,93232,378170,273172,Gotta Get Paid,John Brown,0,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93241,93241,840479,273172,I Fill All of Your Dreams,Wild Billy Childish And The Musicians Of The British Empire,2008,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93249,93249,273976,273172,Street Car Blues,Sleepy John Estes,1930,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93266,93266,658857,273172,Dreams,John Denver,1982,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean+robert john lange+jimmy fallon
93897,93897,355748,234971,Still Desire You,Melanie Doane,2002,Thats Life,2000.0,The Tell-Tale Uterus (#1.6),Still Desire You,melanie doane
94215,94215,654650,464803,Cats In The Cradle,Harry Chapin,2010,Harry Chapin: The Final Concert,1981.0,,Cats in the Cradle,harry+sandy chapin+harry chapin
94265,94265,348706,100231,Good Lovin',Sam & Dave,1987,Good Times,1974.0,The Physical (#6.20),Good Times,dave grusin+james gilstrap+blinky
94385,94385,221915,585679,Clouds (Remix Album Version),Chaka Khan,0,Put the Needle on the Record,2004.0,,Clouds,chaka khan
94420,94420,928096,143936,Morfina,Mundo CÌ£o,2006,Lua Vermelha,2010.0,(#1.288),Morfina,mundo cÌ£o
94523,94523,862472,240101,Come Rain Or Come Shine (Reprise),Vanessa Williams / Stanley Wayne Mathis,0,The Brady Bunch Variety Hour,1976.0,(#1.2),Hooray For Hollywood (reprise),richard a. whiting+johnny mercer+robert reed+florence henderson+barry williams
94538,94538,619393,240101,untitled 3 (reprise),William Basinski and Richard Chartier,2008,The Brady Bunch Variety Hour,1976.0,(#1.2),Hooray For Hollywood (reprise),richard a. whiting+johnny mercer+robert reed+florence henderson+barry williams
94560,94560,622530,240101,My Everything (Praise Waiteth) (Reprise),Richard Smallwood,0,The Brady Bunch Variety Hour,1976.0,(#1.2),Hooray For Hollywood (reprise),richard a. whiting+johnny mercer+robert reed+florence henderson+barry williams
94570,94570,67651,644159,Cat People (Putting Out Fire),Giorgio Moroder / David Bowie,1982,The 3rd Annual Women Rock! Girls and Guitars,2002.0,,Trough The Fire / Coming Out Of The Dark (Medley),david foster+tom keane+cynthia weil   / gloria estefan+emilio estefan jr.+jon secada+gloria estefan+chaka khan
94639,94639,353108,644159,Bored Out Of My Mind (Laurent Barbier Mix),Praga Khan,1999,The 3rd Annual Women Rock! Girls and Guitars,2002.0,,Trough The Fire / Coming Out Of The Dark (Medley),david foster+tom keane+cynthia weil   / gloria estefan+emilio estefan jr.+jon secada+gloria estefan+chaka khan
94719,94719,691331,623150,On A Clear Day,Howard Roberts,0,Sonic Generations,2011.0,,All Clear,howard drossin
94825,94825,420040,236996,We Love A Luau,The Backyardigans,2008,The Backyardigans,2004.0,The Legend of the Volcano Sisters (#2.5),We Love A Luau,the backyardigans
95013,95013,542525,516108,I Surrender (To The Spirit Of The Night),Samantha Fox,1987,Les gars de la Une,1988.0,,I Surrender (To The Spirit Of The Night),samantha fox
95299,95299,578694,694717,Little Guitars (Intro) (Album Version),Van Halen,1982,This Is 40,2012.0,,Little Guitars,edward van halen+alex van halen+michael anthony+david lee roth+van halen+arrangement with warner music group film+tv licensing
95335,95335,214124,452442,All The Time,Tom Waits,2006,GirlHouse,2014.0,,The First Time,tom hajdu+tomandandy
95370,95370,674378,13138,Eu NÌ£o Sou Cachorro NÌ£o / Quireria,Waldick Soriano;Olivia Araujo,0,Amor & Sexo,2009.0,Fossa (#7.7),Eu NÌ£o Sou Cachorro NÌ£o,waldick soriano+mariana santos
95379,95379,626193,80665,Alguien En El Mundo Piensa En Mi,Charly GarcÌ_a,1996,El donante,2012.0,(#1.6),De mi,charly garcÌ_a
95388,95388,318812,623223,Instrumental Medley: Tis So Sweet & How Great Thou Art,One Reason,0,Sonicsgate,2009.0,,How We Ride,jake one
95410,95410,167032,623223,Eight Second Ride,Jake Owen,2006,Sonicsgate,2009.0,,How We Ride,jake one
95625,95625,70041,718806,Dance The Night Away,Jimmy Martin,0,We Think the World of You,1988.0,,Play Away,jimmy kaleth+martin laurence+mike odonnell+richard thomas
96010,96010,478554,109762,Don't Think Twice_ It's All Right,Bob Dylan & The Band,0,Highway to Heaven,1984.0,Highway to Heaven: Part 1 (#1.1),The Right Side of the Wrong Bed,saddle city band
96074,96074,885818,109762,When The Bed Breaks Down_ I'll Meet You In The Spring,Incredible Bongo Band,1973,Highway to Heaven,1984.0,Highway to Heaven: Part 1 (#1.1),The Right Side of the Wrong Bed,saddle city band
96095,96095,385565,109762,When Things Go Wrong,Sonny Terry & Brownie McGhee With The Chris Barber Band & Ottilie Patterson,0,Highway to Heaven,1984.0,Highway to Heaven: Part 1 (#1.1),The Right Side of the Wrong Bed,saddle city band
