,id,title,year,episode,song,artists
213618,377169,Bringing Down the House,2003,,Way of Life,franne golde dennis lambert duane hitchings lil wayne big tymers tq dennis edwards
29043,64428,Degrassi: The Next Generation,2001,Scream: Part 2 (#12.20),Do Something,andrew macbean jim mcgrath matt huether alex steele lyle lettau
286294,394970,Coffee Therapy,2006,,Ive Found a New Baby,j. palmer s. williams the firecracker jazz band
673648,42973,Castle,2009,3XK (#3.6),A Million Ways,uncle lucius
646425,96441,Getaway,1992,(#19.3),So Lonely,the police sting
546517,246891,The Graham Kennedy Show,1968,(1972-09-26),Top of the World,richard carpenter john bettis debra byrne
703095,463732,Happy Days,1929,,Crazy Feet,
327474,105823,Ham Nation,2011,The Kids from Greenville Worth the Space Station (#1.26),Ham Nation,joe walsh
523070,132394,La chanson de lannÃŒÂ©e,2004,(#1.1),Qui a volÃŒÂ© lorange ?,pierre delanoÃŒÃ‡ gilbert bÃŒÂ©caud les ÃŒÂ©lÃŒÂ¬ves de la star acadÃŒÂ©my
614943,402012,Curfew,1989,,Calm or a Storm,steve dudas mark hart the dig
592165,175849,Orphan Black,2013,The Collapse of Nature (#4.1),Control,serpents of the she
551456,454700,Golden Earrings,1947,,Helden Motive,richard wagner
430023,27212,Belmonte,2013,(#1.202),Carta Para Casa,marito marques
721002,133806,Laguna Beach: The Real Orange County,2004,What Happens in Cabo (#1.5),Mexican Wine,
459180,25587,Behind the Bike Sheds,1983,(#2.6),Dont Dont Dont,mike moran richard cottle jenny jay julie macauley cast
262679,493523,Johnny Mercer: The Dreams on Me,2009,,Hooray for Spinach,harry warren
177889,296453,Todds Pop Song Reviews,2009,Thinking Out Loud by Ed Sheeran (#7.7),The A Team,ed sheeran
49609,535183,MatemÃŒÃtica Zero  Amor Dez,1958,,Marcha dos Fuzileiros,banda marcial dos fuzileiros navais
690117,348377,An Audience with Tom Jones,1999,,Aint That a Lot of Love,willia dean parker homer banks tom jones mick hucknall
629906,271895,The Tennessee Ernie Ford Show,1956,Lew Ayres (#2.14),Take Me Back to My Boots and Saddle,teddy powell walter g. samuels leonard whitcup the top twenty
241590,698196,To Rome with Love,2012,,Libiamo nelieti calici,giuseppe verdi angelo dipippo david finck jay berliner
350871,538945,Message to Love: The Isle of Wight Festival,1997,,Big Yellow Taxi,joni mitchell
637666,288059,The X Factor,2005,Live Show 2 (#4.15),Footloose,the collective kenny loggins dean pitchford
720771,614236,Shut-Eye,2003,,Children,
729900,541473,Mine to Keep,2012,,The Damage,
81576,579874,Poor White Trash,2000,,Glory Train,bourbon jones
686361,685512,The Spitfire Grill,1996,,Menace,wayne peet
513858,700951,Tour de Force,2010,,The Art Of Entertainment,performed by philiae
275554,689471,The Vanishing Virginian,1942,,Bill Bailey  Wont You Please Come Home?,hughie cannon
637182,479426,I Love the Chipmunks Valentine Special,1984,,Tell him,the chipettes
114549,249450,The Jack Benny Program,1950,Johnny Carson Guest (#14.5),Ballin the Jack,chris smith johnny carson
238812,141619,Los RoldÃŒÃn,2004,(#1.36),CorazÃŒ_n valiente,gilda claribel medina
331049,547291,Mrs. Parkington,1944,,Wein  Weib und Gesang (Wine  Women and Song)  Op.333,johann strauss
201295,451573,Ghoulies,1984,,Surrender,fela johnson the johnsons
212185,543723,Mona Lisa Smile,2003,,Murder He Says,frank loesser jimmy mchugh tori amos
92513,179252,Pastor Mike Online,2011,(#1.54),(Beware of) The Blob,burt bacharach the 5 blobs
643624,342630,Alfie,2004,,Auld Lang Syne,the louis vause orchestra
133017,219534,Sons of Anarchy,2008,Call of Duty (#4.11),This Life,curtis stigers bob thiele jr. dave kushner the forest rangers
187460,624036,Soul Plane,2004,,Say What,elton ahi
423080,196543,Rock Concert,1973,(#1.11),Git It All,mandrill
266288,122400,Its Always Sunny in Philadelphia,2005,Mac & Charlie Die: Part 1 (#4.5),Blue Blood,heinz kiessling
312577,628351,Star Trek: Nemesis,2002,,Engage,jerry goldsmith
692038,239520,The Blues,2003,Godfathers and Sons (#1.5),Spoonful,willie dixon howlin wolf
19164,545771,Mothers Day,2010,,Follow Me Now,ali dee joey katsaros alana da fonseca sheila owens gleedsville
642666,534119,Marley,2012,,Back To Back (Belly To Belly),the jolly boys
67910,474900,Hot Body Competition: Miss GrandÃŒÂ© Chest Contest,1998,,Wish Real Hard,bill bonk
362180,582347,Presenting Lily Mars,1943,,Three OClock in the Morning,juliÃŒÃn robledo judy garland charles walters chorus in the finale
162959,514531,Lecciones para un Beso,2011,,Moral Esclava,dilson dÃŒ_az
472665,667679,The Judge,2014,,Opening #2,mychael danna
77939,237676,The Ben Stiller Show,1992,On Melrose Avenue (#1.4),Kill Doug Szathky,bob odenkirk
245211,63245,Degrassi Junior High,1987,Pa-arty! (#3.15),Cosmetics,gowan
338088,682331,The Royal Variety Performance 2009,2009,,In My Life,john lennon paul mccartney bette midler jake shimabukuro
394904,412541,Detroit Awakening,2015,,Nerves and Veins,lee roserve
366764,21681,Ballers,2015,Machete Charge (#1.5),Know What I Want,kali uchis
33268,131605,LÃŒÂ¨le aux enfants,1974,Le gÃŒÂ¢teau danniversaire,LÃŒÂ¨le aux enfants,anne germain roger pouly
186493,444762,Freakshow,2007,,Im Going  Im Going  Im Gone,ella retford
61059,399189,Countrys Greatest Stars Live: Vol. 1,2010,,Love Put A Song In My Heart,ben peters johnny rodriguez
550420,379905,Bullets Over Broadway,1994,,You Took Advantage Of Me,richard rodgers the three deuces musicians
641487,548123,Murder University,2012,,Hell School,the headmasters
32638,156218,MisteRogers Neighborhood,1968,1533: Grandparents (#14.13),Ana  Prince  and Daniel,anna ) prince tuesday charles altman lenny meledandri ) daniel  ) harriet e. cow ).
631708,259775,The Partridge Family,1970,For Whom the Bell Tolls... and Tolls... and Tolls (#3.15),Sunshine Eyes,terry cashman t.p. west
163147,387126,Cease Fire!,1953,,(We Are) Brothers in Arms,dimitri tiomkin male chorus
527957,324129,Zoboomafoo,1999,Feeling Good (#1.18),Zoboomafoo Theme,pure west
152279,701721,Transamerica,2005,,So Beautiful,david poe arrangement with pacific electric music group
231255,197713,Roomies,1987,Obsession (#1.7),Hallelujah,george frideric handel the singing freshmen the singing freshgirls
485986,599770,Rubbeldiekatz,2011,,Teach Me Tiger,nino tempo april stevens
257089,358511,Bah  september,1966,,Lalala,harrie geelen choir
300552,240561,The Chart Show,1986,(1996-11-16),Rhythm Nation,janet jackson jimmy jam terry lewis
521028,91067,Fraggle Rock,1983,A Friend in Need (#2.10),I Knew I Was Good,philip balsam dennis lee jerry nelson
476948,668624,The Lady of the Lake,1928,,Eileen  Sweet Eileen,nathaniel shilkret
709516,636167,Svezia inferno e paradiso,1968,,Beer  Vermouth & Gin no.2,
530110,638806,Take Me to the River,2015,,Under Pressure,queen david bowie
215910,421733,Drei Liebesbriefe aus Tirol,1962,,Franzl  noch a Gstanzl,franzl lang kern-buam
25973,57474,Dancing with the Stars,2004,(#10.2),Hey Ya,andrÃŒÂ© benjamin
295713,235387,The Admiral Broadway Revue,1949,Sing in a New Day (#1.14),Where the River Shannon Flows,james i. russell sharkie the seal
581923,68472,Designing Women,1986,Ill Be Seeing You (#2.9),Ill Be Seeing You,sammy fain irving kahal
577792,602034,Sagina,1974,,Ghazab Chamkai,sachin dev burman
308685,370762,Blood Bound,2007,,My Charm,jeff robinson the matinees
711299,388552,Charles & Diana: A Royal Love Story,1982,,God Save the Queen,
161197,88074,Father Dowling Mysteries,1989,The Missing Body Mystery (#1.1),Father Dowling Theme,dick debenedictis
505155,276641,The Tonight Show Starring Johnny Carson,1962,(1989-09-07),Johnnys Theme,paul anka
146827,475084,Hot Resort,1985,,Welcome To The Party,dave powell
85843,51569,Creative Galaxy,2013,Jacksons Action Painting/Arty Plays Safari (#1.3),Creative Galaxy Opening,brian pickett david kelly graeme cornies james chapple
514138,82972,Entourage,2004,Aquamom (#3.1),Superhero,perry farrell david navarro stephen perkins robert ezrin aaron embry janes addiction
366213,519210,Lilla MÃŒ_rta kommer tillbaka eller Grevinnans snedsteg eller Den vilda jakten efter det hemliga dokumentet,1948,,Anna frÃŒÂ´n Dalen gick pÃŒÂ´ Nalen,kai gullmar brita borg hasse ekman
158194,82761,Enterprise,2001,Cold Station 12 (#4.5),Archers Theme [Enterprise - Music from the Original Television Soundtrack],dennis mccarthy
503435,274759,The Tonight Show Starring Johnny Carson,1962,(1971-06-01),Johnnys Theme,paul anka
72719,77265,Due South,1994,Body Language (#2.15),Somebodys been lying to me,black market david gibson rob uhrig
379759,348143,An Alternative Reality: The Football Manager Documentary,2014,, Breakthrough,kilon tek c. hall
265506,341811,Akeelah and the Bee,2006,,Proud,heather small peter john vettese
595536,633092,Stuffed,1997,,Chasing Rainbows,shed seven
688294,50469,Cougar Town,2009,Counting on You (#1.17),Dont Wanna Know Why,whiskeytown
490261,263476,The Ren & Stimpy Show,1991,Cheese Rush Days/Wiener Barons (#4.11),My Horse and I,norman warren
640802,159363,Movistar MÃŒÂ¼sica,2009,The Ganjas,Moto Quiero,the ganjas
451361,255786,The Merv Griffin Show,1962,(#4.58),Why Did I Choose You?,michael leonard herbert martin jerry lanning
591653,672993,The Mark of Cain,2001,,Lord Have Mercy,sergei rachmaninoff the russian state symphony cappella
16005,724125,Wie kÃŒ_sst man einen MillionÃŒ_r?,2007,,Wherever You Will Go,alex band aaron kamin the calling
69201,441206,Flight,2012,,Aint No Sunshine,bill withers arrangement with sony music licensing
339305,135524,Late Show with David Letterman,1993,(#18.180),Birthday,john lennon paul mccartney the cbs orchestra
281756,348499,An Evening with Fred Astaire,1958,,Top Hat  White Tie and Tails,irving berlin
246287,25416,Beavis and Butt-Head,1993,U.S. History (#6.3),Mockingbirds,grant lee buffalo
568218,243934,The Fairly OddParents,2001,Fairy Idol (#5.19),Fairly OddParents Theme Song,ron jones butch hartman
64602,254422,The Match Game,1962,(#1.66),A Swingin Safari (The Theme of The Match Game),bert kaempfert
203078,340248,Adventureland,2009,,Rock Me Amadeus,ferdi bolland rob bolland falco arrangement with sony bmg music entertainment
419938,551898,Naaigal Jaakirathai,2014,,Doggystyle (Hero Namma),madhan karky gaana bala
443989,619090,Slow Creep,2015,,Last Year,meek is murder
657296,331341,A Band Called Death,2012,,Motown,tim boland
171663,242798,The Doris Day Show,1968,The Songwriter (#1.5),Your Love Is Like Butter Turned Rancid,doris day
47027,351397,Anxiety of the Mormons,2014,,Hello Heartache,avril lavigne
112340,585897,Pyaas,1982,,SATH MERA CHHOD KAR,chorus
464241,692733,The Yellow Handkerchief,2008,,Do Lord Remember Me,mississippi john hurt arrangement with ocean park music group
301938,298165,Top 20 Country Countdown,2004,Katie Armiger,Dont You Wanna Stay,jason aldean kelly clarkson
666362,547140,Mr. and Mrs. Loving,1996,,The Blues That Was Waiting For Me,tony zamagni arrangement with rounder records
35655,581210,Postal,2007,,Soul of a City,anthony king
425887,132527,La chanson de lannÃŒÂ©e,2004,La chanson de lannÃŒÂ©e pour ELA (#1.6),Toi mon amour,marc lavoine .
698757,414908,Die ÃŒÃsterreichische Methode,2006,,Xtabay,yma sumac
322676,530008,Mafia II,2010,,MAKE LOVE TO ME,jo stafford new orleans rhythm kings
520008,669736,The Last of the High Kings,1996,,Parisienne Walkways,phil lynott gary moore thin lizzy
491909,708086,Unauthorized and Proud of It: Todd Lorens Rock n Roll Comics,2005,,Save It,oggy sol nasky corelo native alien
219876,181763,Pimp My Ride,2004,Tads 89 Land Rover Range Rover (#5.8),Im Not Jokin,freddy fresh
589418,81312,Elementary,2012,The Woman (#1.23),Elementary End Theme,sean callery
458579,324688,iCarly,2007,iHire an Idiot (#4.7),Top of the World,mike geier deena lee
18237,268409,The Simpsons,1989,Pranks and Greens (#21.6),Tubs,alf clausen
285197,681601,The Rise and Fall of Emily Sprod,1962,,Snap Decision,ivor slaney
666440,394231,Club Dread,2004,,Funky Kingston,toots hibbert toots the maytals
519920,604552,Saturday Night Live Christmas,1999,,Ballad of the Co-Dependent,phil hartman
443392,239062,The Biggest Loser: Pinoy Edition,2011,,Sabay Tayo,mayonnaise
292178,509583,La vie parisienne,1991,,La vie parisienne,jacques offenbach
355996,681732,The Road Within,2014,,Killin Floor,joseph cheves sawmill joe
311386,86786,Fallen Angels,1993,The Professional Man (#2.2),The Way You Look Tonight,jerome kern dorothy fields fred astaire
375170,135437,Late Show with David Letterman,1993,(#18.136),For the Love of Money,kenny gamble leon huff anthony jackson the cbs orchestra
570281,291833,The Young and the Restless,1973,(#1.8796),Winter Town,rose ranger
354660,431346,Entre dos amores,1972,,Me tienes enamorao,josÃŒÂ© marÃŒ_a garcÃŒ_a escobar manolo escobar
262164,492021,Jim Thorpe -- All-American,1951,,Youre Getting to Be a Habit with Me,harry warren
376928,262494,The Raccoons,1985,The Runaways! (#1.5),Sooner or Later,kevin gillis jon stroll the dior bros.
493094,55128,Daily Ukulele,2013,England - The National (#1.129),England,olivia vessel
431064,496264,Juste la fin du monde,2016,,I Miss You,mark hoppus thomas delonge travis barker blink 182
680812,648294,The Beautiful Ordinary,2007,,Amnesy International,vincenzo morello a toys orchestra
377241,621874,Something Horrible,2016,,Lifetime of Lyin,kevin kriss stefan schlecht jack odom kevin pfefferle working stiffs
733201,558413,No Womans Face Remember,2015,,Little More Time,
333677,544416,Monsters vs Aliens: Mutant Pumpkins from Outer Space,2009,,Theme from Halloween,john carpenter
80354,554630,Nertsery Rhymes,1933,,The Story of the Lady in the Fan,bonnie bonnell
108427,566446,One of the Smiths,1931,,Handsome Jim,charley chase
279574,425963,Eine Frau mit Pfiff,1967,,Sing Sing Sing,ilse werner toots thielemans
298955,518803,Life  the Universe and Douglas Adams,2005,,Moroccan Roll,jamey haddad
203442,228252,SueÃŒÂ±o de amor,2016,(#1.116),Mi verdad,fernando fher olvera shakira manÃŒÃ
467731,197127,Rockpalast,1974,Morcheeba,Be Yourself,morcheeba
135825,341474,Ainda Orangotangos,2007,,House of the flying bottles,damn laser vampires
368905,541942,Mirages de Paris,1933,,La Marche de Paris,karol rathaus
654349,512312,Late Night Sessions,1999,,Hz Hop,third eye tribe
313850,455445,Good Old Days Part II,1978,,Hound Dog,jerry leiber mike stoller frankie avalon
524141,77530,Duro de domar,2005,Beto Casella/Los Twist (#9.15),PensÃŒÂ© que se trataba de cieguitos,pipo cipolatti los twist
733351,604189,Sarreguemines dans la tourmente,2015,,La Scotish de Sarreguemines,
615043,395450,College Road Trip,2008,,Turning On,steve ennever michael shepstone
563201,54434,CuÃŒÂ©ntame,2001,Secretos y mentiras (#1.21),Lappuntamento,roberto carlos erasmo carlos b. lauzi ornella vanoni
211920,558219,No Retreat  No Surrender,1986,,A Bottle and a Song,frank harris mary reynolds
135593,547082,Mr. Woodcock,2007,,Here It Goes Again,damian kulash  (as damian kulash jr.) ok go
678487,356753,Babes in Toyland,1961,,Just A Whisper Away,victor herbert george bruns tommy sands annette funicello
642595,484481,In the Name of the Father,1993,,Voodoo Child (Slight Return),the jimi hendrix experience jimi hendrix
435727,336,10 Things I Hate About You,2009,The Winner Takes It All (#1.15),Kids in America,marty wilde ricky wilde dana davis meaghan martin
580828,398367,Coolie No. 1,1995,,Coolie No. 1,sameer kumar sanu
609096,568467,Our Song,2000,,Ooh Child,stan vincent the jackie robinson steppers marching band
594055,525795,Love in Tokyo,1966,,Koi Matwaala Aaya Mere Dwaare,shankarsingh raghuwanshi jaikishan dayabhai panchal lata mangeshkar
269127,700814,Touch of Evil,1958,,Lease Breaker,henry mancini united international orchestra
277630,49451,Cops,1989,Four Felonies and a Flat Tire (#28.10),Bad Boys,ian lewis inner circle
351465,130702,Kunt u mij de weg naar Hamelen vertellen  mijnheer?,1972,Een toeziend oog (#4.1),Bovenste beste begane grond,joop stokkermans rob de nijs john lanting loekie knol ab hofstee
307954,584218,Providence,2016,,Me Without You,jeff franzel sean obryan smith
220413,670741,The Little Prince,1974,,I Need Air (Its A Hat),frederick loewe richard kiley chorus
324828,64123,Degrassi: The Next Generation,2001,Love Lockdown: Part 1 (#10.27),Whatever It Takes,jody colero stephen stohn sung by studz
208910,515824,Les bien-aimÃŒÂ©s,2011,,Tom,franÃŒÂ¤ois de roubaix
301766,97671,Glastonbury 2009,2009,,Youre In My Eyes (Disco Song),jarvis cocker
302848,273065,The Tonight Show Starring Jimmy Fallon,2014,Jason Schwartzman/Tatiana Maslany/Dan White (#2.205),Back to School,jason schwartzman jimmy fallon
461697,660138,The Five Heartbeats,1991,,Happy Birthday,mildred j. hill patty s. hill the five heartbeats brenda tanya
543386,328636,21 Grams,2003,,Can We Get Together,renee funderburgh anson funderburgh john street the rockets  (as anson funderburgh rockets) arrangement with ocean park music group
106136,314306,WKRP in Cincinnati,1978,Changes (#4.13),Love Is on the Rise,charles bryson peabo bryson
638913,670168,The Life,2004,,Get On,the dirtmitts
46313,28238,Belmonte,2013,(#1.53),The Star,aurea
94812,26346,Belmonte,2013,(#1.124),MÃŒÂ£e Negra,cais do sodrÃŒÂ© funk connection
729262,189577,Qubool Hai,2012,,Mitwa Ishq Pe Zor Nahi,
315616,476334,How to Be a Girl,2006,,Life Grabs You (and starts to rock),jessica mellott
221066,591686,Regine,1935,,You Have Taken My Soul,friedrich kÃŒ_cken marlene dietrich  in ww ii
453048,370013,Blast from the Past,1999,,Its the End of the World As We Know It,michael stipe peter buck mike mills r.e.m.
300661,329305,3 References,2013,,Subconsciously,janet mayson
353851,508896,La presidenta municipal,1975,,El tiempo que te quede libre,josÃŒÂ© ÃŒÂngel espinosa ferrusquilla rolando barral
558104,282326,The Voice Kids,2014,The Blind Auditions  Part 1 (#1.1),Hey  Soul Sister,robbie anderson amund bjÃŒÃ¼rklund espen lind pat monahan
42814,110490,Histeria!,1998,Big Fat Baby Theatre (#2.4),Hail  Hail  the Gangs All Here,arthur sullivan
87381,675693,The Nice Guy,,,The Light,brittney bouchard
