,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
821727,821727,821727,276049,538154,Someday,Sam Cooke,1989,Memphis the Musical,2011.0,,Someday,david bryan
822029,822029,822029,276129,469545,Moonglow,Dual Sessions,2004,Hi Gang!,1941.0,,Moonglow,will hudson+edgar de lange+irving mills+the benny goodman   trio
823810,823810,823810,276867,259840,Something New,Traffic,0,The Partridge Family,1970.0,The Modfather (#3.7),Something New Got Old,bobby hart+wes farrell
824005,824005,824005,277117,151529,Pisando Fuerte,Alejandro Sanz,1991,MemÌ_ries de la tele,2007.0,(#3.30),Pisando fuerte,alejandro sanz+ÌÛlex casademunt
824168,824168,824168,277131,240429,Five Foot Two_ Eyes Of Blue,The California Ramblers,0,The Canadians,1997.0,Ruby Keeler: The Queen of Nostalgia,Five Foot Two  Eyes of Blue,ray henderson
826218,826218,826218,277291,729885,Linus and Lucy,Jeff Wahl,2003,You Dont Look 40  Charlie Brown!,1990.0,,Linus and Lucy,vince guaraldi+david benoit
829451,829451,829451,278273,11939,Where Did Our Love Go,Lamont Dozier,0,American Idol: The Search for a Superstar,2002.0,The Clean Dozen (#2.16),Where Did Our Love Go,lamont dozier+brian holland+eddie holland+julia demato
829627,829627,829627,278273,299939,Where Did Our Love Go,Lamont Dozier,0,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland+lamont dozier+eddie holland+the manhattan transfer
833342,833342,833342,278776,349748,Another Lover,David Brinkman,0,Angel  Angel  Down We Go,1969.0,,Mother Lover,barry mann+cynthia weil+jordan christopher
833872,833872,833872,279011,553846,Emma,Hot Chocolate,1974,Neds,2010.0,,Emma,errol brown+tony wilson+hot chocolate
833875,833875,833875,279011,663746,Emma,Hot Chocolate,1974,The Guest,2014.0,,Emma,errol brown+tony wilson+the sisters of mercy+arrangement with
839596,839596,839596,280363,674735,Suite: Judy Blue Eyes (Demo),Stephen Stills,0,The Music Never Stopped,2011.0,,Suite: Judy Blue Eyes,stephen stills+crosby stills+nash+arrangement with warner music group film+tv licensing
840592,840592,840592,280411,150162,Just A Little Bit,Carroll Thompson,0,Matlock,1986.0,The Rat Pack (#1.15),Just A Little Bit More,
841033,841033,841033,280450,110454,Danny Boy,Willie Nelson and Leon Russell,0,Histeria!,1998.0,Americana (#1.44),Danny Boy,
841103,841103,841103,280450,734320,Danny Boy,Willie Nelson and Leon Russell,0,Ìävocateur: The Morton Downey Jr. Movie,2012.0,,Danny Boy,frederick edward weatherly+morton downey jr.
843061,843061,843061,281171,175498,Sticks And Stones,Willie Mitchell,2001,Orange Juice in Bishops Garden,2009.0,Break Up or Stay Together? (#4.8),Sticks and Stones,beach week
843062,843062,843062,281171,210752,Sticks And Stones,Willie Mitchell,2001,Shindig!,1964.0,(#1.41),Sticks and Stones,titus turner+the righteous brothers
847314,847314,847314,281976,453039,Valerie,The Zutons,2006,Glee: The 3D Concert Movie,2011.0,,Valerie,boyan chowdhury+abi harding+dave mccabe+sean payne+russell pritchard+naya rivera
847315,847315,847315,281976,555602,Valerie,The Zutons,2006,New York Waiting,2006.0,,Valerie,frida hyvÌ¦nen
848937,848937,848937,282386,541190,London Bridge Is Falling Down,The Last Days Of Jesus,2007,Million Dollar Mermaid,1952.0,,London Bridge Is Falling Down,
848969,848969,848969,282386,642588,London Bridge Is Falling Down,The Last Days Of Jesus,2007,Thank Your Lucky Stars,1943.0,,London Bridge Is Falling Down,
848982,848982,848982,282386,709873,London Bridge Is Falling Down,The Last Days Of Jesus,2007,Unusual Occupations,1942.0,,London Bridge Is Falling Down,studio orchestra
850153,850153,850153,282856,375474,You Don't Love Me,The Kooks,2006,Branded,2012.0,,You Love Me,dj major
851529,851529,851529,283535,160505,Voyager,Vice,0,Mulheres de Areia,1993.0,(#1.1),Voyager,franco perini
852600,852600,852600,284568,397481,The Crying Game,Boy George,1987,Confessions of a Dangerous Mind,2002.0,,The Dating Game,chuck barris  / david mook
852633,852633,852633,284568,654784,The Crying Game,Boy George,1987,The Crying Game,1992.0,,The Crying Game,geoff stephens+boy george
853540,853540,853540,285078,586336,Quand Madelon,Line Renaud,0,Quand Madelon,1930.0,,Quand Madelon,camille robert
853602,853602,853602,285394,331789,Going Down To Cuba,Jackson Browne,2008,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
855775,855775,855775,286082,77407,Get Ready,The Temptations,1966,Duets,2012.0,Superstars Choice (#1.8),Get Ready,john legend+jennifer nettles+robin thicke+kelly clarkson+smokey robinson
855799,855799,855799,286082,309014,Get Ready,The Temptations,1966,Un paso adelante,2002.0,Quiero bailar (#1.7),Get Ready,smokey robinson+the temptations
856098,856098,856098,286141,331789,I Had To Say It,Millie Jackson,1996,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
856356,856356,856356,286196,103303,Gotta Figure This Out,Erin McCarley,2009,Greys Anatomy,2005.0,Rise Up (#5.7),Gotta Figure This Out,erin mccarley
858148,858148,858148,287520,598243,Jimmy Jimmy,Katie Webster,0,Romaine par moins 30,2009.0,,Jimmy,drew mcweeny
858486,858486,858486,287802,218650,Blues Da Piedade,Cazuza,1988,Som Brasil,2007.0,Cazuza (#2.3),Blues da Piedade,cazuza+frejat+toni platÌ£o
859177,859177,859177,288057,428522,I Wonder,Willowz_ The,2004,Elektra,2005.0,,Wonder,megan rudloff+will baker+pete woodruff+megan mccauley
859204,859204,859204,288057,468285,I Wonder,Willowz_ The,2004,HelmiÌ_ ja sikoja,2003.0,,I Wonder,pauli rantasalmi+kwan
860342,860342,860342,288433,208375,You Know Me,Johnny Lee,0,Shameless,2011.0,Paradise Lost (#6.10),You Know Why,branded bandits
861846,861846,861846,288543,60568,End of the World,Zombina & The Skeletones,2006,Danville 2nd Ward Young Men,2008.0,High Adventure 2013 (#5.6),On Top of the World,alex grant+ben mckee+dan reynolds+wayne sermon+imagine dragons
861990,861990,861990,288543,246891,End of the World,Zombina & The Skeletones,2006,The Graham Kennedy Show,1968.0,(1972-09-26),Top of the World,richard carpenter+john bettis+debra byrne
862073,862073,862073,288543,324688,End of the World,Zombina & The Skeletones,2006,iCarly,2007.0,iHire an Idiot (#4.7),Top of the World,mike geier+deena lee
862076,862076,862076,288543,328306,End of the World,Zombina & The Skeletones,2006,2012,2009.0,,It Aint the End of the World,harald kloser+thomas wanker+matt charman
862082,862082,862082,288543,338966,End of the World,Zombina & The Skeletones,2006,Abusing Protocol,2015.0,,End of the War,sober dave+the drunken ramblings
862339,862339,862339,288543,666525,End of the World,Zombina & The Skeletones,2006,The Incredible Burt Wonderstone,2013.0,,On Top of the World,alex da kid+ben mckee+dan reynolds+wayne sermon+imagine dragons
863073,863073,863073,288967,382511,The Christmas Song,Johnny Adams,1992,Caillous Holiday Movie,2003.0,,Caillous Christmas Song,jeffrey zahn+annie bovaird
863326,863326,863326,289162,346261,White Rabbit,Grace Potter and the Nocturnals,2010,Americas Sweethearts,2001.0,,White Rabbit,grace slick
863338,863338,863338,289162,544941,White Rabbit,Grace Potter and the Nocturnals,2010,Moonwalkers,2015.0,,White Rabbit,grace slick+jefferson airplane
863701,863701,863701,289534,680808,Dream on,Yngwie Malmsteen_ Ronnie James Dio,2003,The Real People & Oasis,2013.0,,Dream On,the real people
863726,863726,863726,289697,87753,Indian Summer,Tony Martin,0,Fantasy Factory,2009.0,Were in the Burrito Game! (#5.2),Indian Summer,freedom hawk
863746,863746,863746,289697,344245,Indian Summer,Tony Martin,0,All the Wilderness,2014.0,,Indian Summer,jonsi+alex
863792,863792,863792,289697,727959,Indian Summer,Tony Martin,0,XOXO,2016.0,,Indian Summer,jai wolf+sajeeb saha
863795,863795,863795,289797,10500,The Last Dance,Senseless Eccentric Cabaret featuring Contract,0,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara+john quale+donna summer
863825,863825,863825,289797,298429,The Last Dance,Senseless Eccentric Cabaret featuring Contract,0,Top of the Pops 2,1994.0,Donna Summer,Last Dance,paul jabara+donna summer
863854,863854,863854,289797,603424,The Last Dance,Senseless Eccentric Cabaret featuring Contract,0,Sanctuary,2016.0,,The Dance,desiree rowan
863932,863932,863932,289821,452442,First Time,Sunblock / Robin Beck,2006,GirlHouse,2014.0,,The First Time,tom hajdu+tomandandy
864043,864043,864043,289858,259840,Something New,Yukihiro Takahashi,0,The Partridge Family,1970.0,The Modfather (#3.7),Something New Got Old,bobby hart+wes farrell
867714,867714,867714,290786,10509,Hall Of Fame,J-MACK,0,Americas Got Talent,2006.0,Vegas Week  Night 1 (#8.8),Hall of Fame,the script
868555,868555,868555,290945,467418,El Gaucho Rojo,Marc Ribot y Los Cubanos,2000,Heights,2005.0,,El Groucho Rojo,marc ribot+cubanos postizos+arrangement with warner strategic marketing
868813,868813,868813,291065,79247,Happy Day,Fee,0,EastEnders,1985.0,(2012-05-22),Happy,leona lewis
868853,868853,868853,291065,307434,Happy Day,Fee,0,Tvoje tvÌÁr mÌÁ znÌÁmÌ_ hlas,2016.0,(#1.9),Happy,pharrell williams+iva pazderkovÌÁ
868878,868878,868878,291065,533985,Happy Day,Fee,0,Marjoe,1972.0,,Oh Happy Day,philip doddridge+edward f. rimbault+marjoe gortner
868894,868894,868894,291065,636854,Happy Day,Fee,0,Sweethearts,1938.0,,Happy Day,herbert stothart+chorus
868905,868905,868905,291092,230778,Marie,Zuzana Navarova & KOA,0,Syksyn sÌ_vel,1968.0,Syksyn sÌ_vel 1974 (#7.1),Marie,anki lindquist
871603,871603,871603,292828,681458,Midnight Cowboy,The Bar-Kays,0,The Riddle,2007.0,,Midnight Cowboy,alan glen+roger cotton
871640,871640,871640,292860,647349,Wild Wild Water,Modern Talking,1985,The Babysitters,2007.0,,Wild Winter,adele bertei+johnson+len del rio+peter braatz+anubian lights+arrangement with static+noise+llc
873393,873393,873393,293460,548836,Ruthie Mae,Joe Hill Louis,0,Musico Pandemonium,2014.0,,,joe manco+eric von der heide+aristoscat
874324,874324,874324,293536,154598,24 Hours From Tulsa,Gene Pitney,1988,Misfits,2009.0,(#1.2),24 Hours From Tulsa,gene pitney
874725,874725,874725,293554,331789,Twins' Theme,Brian Tyler,2006,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
875487,875487,875487,294069,133840,Rakas rÌ_mÌ_ elÌ_mÌ_ (Live),Ismo Alanko SÌ_Ì_tiÌ¦,2004,Lamastalgia,2010.0,Armotonta menoa - kansalainen ja poliitikko (#1.1),Rakas  rÌ_mÌ_ elÌ_mÌ_,ismo alanko
876886,876886,876886,294868,49817,PerdÌ_name,The Party Group,0,CorazÌ_n indomable,2013.0,Maricruz en Isla Dorada (#1.30),PerdÌ_name,camilo sesto  as camilo blanes
878096,878096,878096,295182,609945,The Good Life,Tony Bennett duet with Billy Joel,0,Sex and the City,2008.0,,The Good Life,deetown+the deekompressors
878924,878924,878924,295531,328752,I Need You So,Betty Everett,1964,22nd Annual Trumpet Awards,2014.0,,I Need You Now,smokie norful
879598,879598,879598,295697,374738,My Curly Headed Baby,The Louvin Brothers,1961,Bound for Glory,1976.0,,Curly Headed Baby,woody guthrie+david carradine
879783,879783,879783,295711,250182,Jackson,Johnny Cash / June Carter,1967,The Johnny Cash Show,1969.0,(#2.26),Jackson,jerry leiber+billy edd wheeler+johnny cash+june carter cash
880601,880601,880601,295876,120120,That's Us / Wild Combination,Arthur Russell,2004,Independent Lens,1999.0,How to Survive a Plague (#15.7),Thats Us/Wild Combination,superhuman happiness+arthur russell
882348,882348,882348,296596,301656,Aint No Stopping Us Now,Poi Dog Pondering,0,Top of the Pops,1964.0,(1981-06-11),Aint No Stopping,enigma
882369,882369,882369,296596,373510,Aint No Stopping Us Now,Poi Dog Pondering,0,Boogie Nights,1997.0,,Aint No Stoppin Us Now,gene mcfadden+john whitehead+jerry cohen+mcfadden+whitehead
885434,885434,885434,297562,64036,The Only One,The Amber Squad,0,Degrassi: The Next Generation,2001.0,Jesus  Etc.: Part 2 (#10.38),The Only Way,clare burson
886519,886519,886519,298025,475634,If This Is Love,Jeanie Tracy,1996,House Party,1990.0,,This Is Love,kenny vaughan
886761,886761,886761,298133,99269,That's A Plenty,Freefall,0,Glenn Miller Time,1961.0,(#1.10),Thats a Plenty,ray gilbert+lew pollack+ray mckinley+glenn miller+his orchestra
887579,887579,887579,298420,79590,It's Going Down,Triple Beam,0,Eastbound & Down,2009.0,Chapter 3 (#1.3),Going Down,freddie king
887580,887580,887580,298420,79601,It's Going Down,Triple Beam,0,Eastbound & Down,2009.0,Chapter 6 (#1.6),Going Down,freddie king
889308,889308,889308,299466,25659,Move Your Body,Malente,2007,Bei aller Liebe,2000.0,PS Dreamcars (#1.4),Move Your Body,
889313,889313,889313,299466,75336,Move Your Body,Malente,2007,Dr. Sommerfeld - Neues vom BÌ_lowbogen,1997.0,GroÌÙmutter verzweifelt gesucht (#1.6),Move Your Body,d. capuano - r. molinaro - m. lobina - m gabutti - g. randone+eiffel 65
889314,889314,889314,299466,76204,Move Your Body,Malente,2007,DragonflyTV,2002.0,Flight (#1.5),Move Your Body,
889315,889315,889315,299466,76260,Move Your Body,Malente,2007,DragonflyTV,2002.0,Sports Science (#3.2),Move Your Body,
889345,889345,889345,299466,238706,Move Your Body,Malente,2007,The Big Breakfast,1992.0,(2001-08-22),Move Your Body,eiffel 65+dom capuano+massimo gabutti+roberto molinaro+gianfranco randone+maurizio lobina.
889346,889346,889346,299466,238710,Move Your Body,Malente,2007,The Big Breakfast,1992.0,(2001-08-31),Move Your Body,eiffel 65+dom capuano+massimo gabutti+roberto molinaro+gianfranco randone+maurizio lobina.
890103,890103,890103,299962,331789,Jesus,The Brian Jonestown Massacre,1996,A Certain Justice,2014.0,,,brian jackson harris+justin raines+michael wickstrom
890747,890747,890747,300345,218227,Seventeen Years Locust,Rob Zombie,2006,Soccer AM,1992.0,(2004-08-14),Seventeen Years,ratatat
890748,890748,890748,300345,218230,Seventeen Years Locust,Rob Zombie,2006,Soccer AM,1992.0,(2004-09-04),Seventeen Years,ratatat
890835,890835,890835,300672,100070,The Best Time Of The Day,Union Wireless,0,Good Morning  Miss Bliss,1987.0,Leaping to Conclusions (#1.4),The Best Of Times,charles fox
890836,890836,890836,300672,100078,The Best Time Of The Day,Union Wireless,0,Good Morning  Miss Bliss,1987.0,Practical Jokes (#1.10),The Best Of Times,charles fox
891397,891397,891397,300702,153928,Send Out The Clowns,Whitey,0,Mike and Mike in the Morning,2005.0,(2014-02-18),Send In The Clowns,stephen sondheim
892032,892032,892032,301062,215929,Don't Let Me Leave,Marc Anthony,1999,So You Think You Can Dance Canada,2008.0,Top 16 (#1.9),Let Me Leave,marc broussard
892470,892470,892470,301212,136060,I Dont Need No Doctor,Humble Pie,0,Late Show with David Letterman,1993.0,Dr. Jill Biden/Ted Danson/Trampoline Stunt on 53rd Street (#19.8),I Dont Need No Doctor,joshie armstead+nick ashford+valerie simpson+the cbs orchestra
893715,893715,893715,302015,258427,Foxy_ Foxy,Rob Zombie,2006,The O.C.,2003.0,The Dawn Patrol (#3.21),Foxy Foxy,rob zombie
893770,893770,893770,302134,180153,Clap Hands,Tom Waits,1985,Peaky Blinders,2013.0,(#1.4),Clap hands,tom waits
894479,894479,894479,302480,674545,The Flower Duet,Katherine Jenkins,2009,The Mummy: Tomb of the Dragon Emperor,2008.0,,The Flower Duet,lÌ©o delibes+joan sutherland
897360,897360,897360,303023,150988,Words Get In The Way,Gloria Estefan,1989,Melrose Place,1992.0,Peanut Butter and Jealousy (#1.20),Words Get In The Way,gloria estefan
898447,898447,898447,303126,307905,Killer,Jean Elan,2009,UK Championship Snooker,1977.0,2015: Final - Part 2 (#39.32),Killer,adamski
898448,898448,898448,303126,321359,Killer,Jean Elan,2009,World Championship Snooker,1973.0,2016: Day 2  Part 4 (#44.11),Killer,adamski+seal
898460,898460,898460,303126,672194,Killer,Jean Elan,2009,The Magic of David Copperfield XVI: Unexplained Forces,1995.0,,Killer,seal+adamski
898914,898914,898914,303539,518562,Live A Lie,Default,2001,Life as a House,2001.0,,Live a Lie,default
899307,899307,899307,304061,52486,Shoot Out the Lights,Richard Thompson,1988,Crossing Jordan,2001.0,Ockhams Razor (#2.10),Shoot Out The Lights,richard thompson
899535,899535,899535,304070,204586,Hold It Now,Simon Harris,0,Scream Queens,2015.0,Pilot (#1.1),Hold Me Now,tom bailey+alannah currie+joe leeway+new lyrics by eden xo malakouti+eden xo malakouti
900842,900842,900842,304516,199453,Walking In The Sunshine,Tad Robinson,0,S.P.U.N.G,2002.0,Ensam Ì_r stark (#2.17),Walking on Sunshine,kimberley rew+katrina+the waves
900844,900844,900844,304516,212012,Walking In The Sunshine,Tad Robinson,0,Showboaters,2011.0,(#1.7),Walking On Sunshine,kimberley rew+claudia luke-taylor+ashanti kemp
902746,902746,902746,305782,351960,El DÌ_a Que Me Quieras,Carlos Varela,0,ApolÌ«nio Brasil  CampeÌ£o da Alegria,2003.0,,El DÌ_a Que Me Quieras,carlos gardel+alfredo le pera
903865,903865,903865,306242,451573,I Surrender,Zadera,2007,Ghoulies,1984.0,,Surrender,fela johnson+the johnsons
904861,904861,904861,306568,145750,Do You Know What I Mean,Lee Michaels,1971,MTV Rockumentary,1989.0,Oasis: Be Here Now,DYou Know What I Mean?,noel gallagher+oasis
905326,905326,905326,306568,486398,Do You Know What I Mean,Lee Michaels,1971,Invincible,2006.0,,Do You Know What I Mean,lee michaels+special arrangement with natural energy lab
906234,906234,906234,306589,512459,All Of My Life,Sam Cooke,1959,Laughing Irish Eyes,1936.0,,All My Life,sam h. stept
906573,906573,906573,306594,205301,O Come All Ye Faithful,Frank Sinatra & Bing Crosby,1992,Scrubs,2001.0,My Own Personal Jesus (#1.11),O Come  All Ye Faithful,john francis wade+donald faison+the choir
907238,907238,907238,306689,166978,The Perfect Lie,Seelenkrank,1997,Nip/Tuck,2003.0,Abby Mays (#3.11),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
907239,907239,907239,306689,166984,The Perfect Lie,Seelenkrank,1997,Nip/Tuck,2003.0,Adelle Coffin (#1.10),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
907240,907240,907240,306689,167039,The Perfect Lie,Seelenkrank,1997,Nip/Tuck,2003.0,Carly Summers (#5.1),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
907241,907241,907241,306689,167288,The Perfect Lie,Seelenkrank,1997,Nip/Tuck,2003.0,Willow Banks (#6.12),A Perfect Lie,jeffrey cain thompson+cedric lemoyne  and
907254,907254,907254,306689,717631,The Perfect Lie,Seelenkrank,1997,Warlock III: The End of Innocence,1999.0,,The Perfect Spot,evan frankfort+lori denae frankfort
